,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.699,0.663,0.882,0.843,0.890,7.080
1,fulloracle,2,10,3,0.333,0.000,0.767,0.667,0.777,13.150
2,fulloracle,2,01,48,0.896,0.854,0.931,0.900,0.918,4.428
3,fulloracle,2,11,39,0.615,0.513,0.772,0.733,0.839,9.189
4,fulloracle,2,aa,188,0.726,0.670,0.870,0.832,0.885,6.937
0,fulloracle,5,00,75,0.651,0.360,0.817,0.688,0.840,11.955
1,fulloracle,5,10,3,0.067,0.000,0.507,0.467,0.591,34.277
2,fulloracle,5,01,59,0.719,0.441,0.851,0.705,0.856,10.245
3,fulloracle,5,11,48,0.558,0.375,0.718,0.604,0.785,14.417
4,fulloracle,5,aa,185,0.639,0.384,0.797,0.668,0.827,12.410
0,fulloracle,10,00,35,0.397,0.171,0.707,0.600,0.710,28.525
1,fulloracle,10,10,3,0.200,0.333,0.287,0.267,0.423,56.977
2,fulloracle,10,01,69,0.578,0.348,0.805,0.635,0.785,16.106
3,fulloracle,10,11,63,0.500,0.397,0.671,0.537,0.700,23.924
4,fulloracle,10,aa,170,0.505,0.329,0.726,0.585,0.732,22.281
0,notracklap,2,00,98,0.679,0.633,0.878,0.843,0.889,7.099
1,notracklap,2,10,3,0.167,0.000,0.767,0.733,0.771,13.336
2,notracklap,2,01,48,0.833,0.792,0.925,0.892,0.916,4.708
3,notracklap,2,11,39,0.641,0.564,0.797,0.759,0.838,9.306
4,notracklap,2,aa,188,0.702,0.649,0.871,0.836,0.883,7.046
0,notracklap,5,00,75,0.648,0.427,0.821,0.699,0.844,11.570
1,notracklap,5,10,3,0.067,0.000,0.493,0.400,0.626,31.405
2,notracklap,5,01,59,0.708,0.458,0.850,0.725,0.858,9.998
3,notracklap,5,11,48,0.546,0.375,0.711,0.588,0.783,14.582
4,notracklap,5,aa,185,0.631,0.416,0.797,0.674,0.829,12.172
0,notracklap,10,00,35,0.471,0.371,0.722,0.606,0.702,28.815
1,notracklap,10,10,3,0.200,0.333,0.407,0.400,0.442,53.306
2,notracklap,10,01,69,0.594,0.464,0.807,0.641,0.790,15.581
3,notracklap,10,11,63,0.502,0.381,0.671,0.533,0.698,24.250
4,notracklap,10,aa,170,0.528,0.412,0.732,0.589,0.732,22.184
0,laponly,2,00,98,0.704,0.653,0.874,0.843,0.890,6.997
1,laponly,2,10,3,0.167,0.000,0.767,0.733,0.782,12.402
2,laponly,2,01,48,0.865,0.833,0.927,0.892,0.917,4.474
3,laponly,2,11,39,0.641,0.513,0.779,0.733,0.838,9.489
4,laponly,2,aa,188,0.723,0.660,0.866,0.831,0.884,6.956
0,laponly,5,00,75,0.635,0.427,0.802,0.672,0.837,12.214
1,laponly,5,10,3,0.067,0.000,0.520,0.467,0.626,30.938
2,laponly,5,01,59,0.736,0.458,0.862,0.732,0.860,9.666
3,laponly,5,11,48,0.575,0.354,0.723,0.621,0.783,14.462
4,laponly,5,aa,185,0.642,0.411,0.796,0.675,0.827,12.288
0,laponly,10,00,35,0.443,0.257,0.724,0.589,0.707,28.080
1,laponly,10,10,3,0.333,0.333,0.320,0.267,0.408,59.054
2,laponly,10,01,69,0.557,0.362,0.801,0.638,0.787,16.006
3,laponly,10,11,63,0.487,0.381,0.657,0.543,0.693,24.546
4,laponly,10,aa,170,0.504,0.347,0.724,0.586,0.729,22.417
0,trackonly,2,00,98,0.689,0.622,0.881,0.843,0.889,7.278
1,trackonly,2,10,3,0.167,0.000,0.767,0.733,0.773,13.520
2,trackonly,2,01,48,0.865,0.792,0.921,0.892,0.917,4.669
3,trackonly,2,11,39,0.615,0.513,0.764,0.723,0.840,9.225
4,trackonly,2,aa,188,0.710,0.633,0.865,0.829,0.884,7.115
0,trackonly,5,00,75,0.637,0.440,0.796,0.664,0.838,12.049
1,trackonly,5,10,3,0.000,0.000,0.493,0.467,0.588,35.326
2,trackonly,5,01,59,0.692,0.390,0.853,0.739,0.860,9.800
3,trackonly,5,11,48,0.558,0.333,0.736,0.621,0.784,14.626
4,trackonly,5,aa,185,0.624,0.389,0.794,0.674,0.827,12.378
0,trackonly,10,00,35,0.426,0.343,0.723,0.583,0.708,28.483
1,trackonly,10,10,3,0.300,0.333,0.380,0.333,0.418,57.700
2,trackonly,10,01,69,0.587,0.406,0.810,0.649,0.788,16.125
3,trackonly,10,11,63,0.494,0.365,0.662,0.530,0.697,24.079
4,trackonly,10,aa,170,0.514,0.376,0.730,0.586,0.731,22.351
0,fullpred,2,00,98,0.679,0.643,0.878,0.845,0.886,7.484
1,fullpred,2,10,3,0.167,0.000,0.700,0.600,0.762,14.372
2,fullpred,2,01,48,0.542,0.396,0.771,0.683,0.822,16.076
3,fullpred,2,11,39,0.500,0.385,0.664,0.585,0.786,14.833
4,fullpred,2,aa,188,0.598,0.516,0.803,0.746,0.847,11.312
0,fullpred,5,00,75,0.581,0.347,0.814,0.693,0.835,12.590
1,fullpred,5,10,3,0.000,0.000,0.440,0.333,0.582,35.487
2,fullpred,5,01,59,0.461,0.186,0.688,0.468,0.728,27.696
3,fullpred,5,11,48,0.321,0.125,0.514,0.342,0.658,30.037
4,fullpred,5,aa,185,0.466,0.232,0.690,0.524,0.751,22.305
0,fullpred,10,00,35,0.389,0.229,0.716,0.606,0.701,29.187
1,fullpred,10,10,3,0.067,0.000,0.247,0.200,0.426,54.369
2,fullpred,10,01,69,0.291,0.043,0.620,0.388,0.665,34.303
3,fullpred,10,11,63,0.221,0.063,0.425,0.276,0.543,45.032
4,fullpred,10,aa,170,0.281,0.088,0.561,0.388,0.623,37.580
0,predtrack,2,00,98,0.663,0.612,0.873,0.839,0.889,7.196
1,predtrack,2,10,3,0.167,0.000,0.700,0.667,0.759,14.832
2,predtrack,2,01,48,0.865,0.792,0.925,0.892,0.916,4.697
3,predtrack,2,11,39,0.628,0.538,0.774,0.728,0.840,9.177
4,predtrack,2,aa,188,0.699,0.633,0.863,0.827,0.884,7.091
0,predtrack,5,00,75,0.648,0.400,0.813,0.667,0.834,12.446
1,predtrack,5,10,3,0.133,0.000,0.507,0.400,0.601,33.775
2,predtrack,5,01,59,0.702,0.475,0.858,0.739,0.859,9.765
3,predtrack,5,11,48,0.579,0.438,0.708,0.604,0.782,14.754
4,predtrack,5,aa,185,0.639,0.427,0.795,0.669,0.825,12.535
0,predtrack,10,00,35,0.446,0.286,0.726,0.606,0.702,29.095
1,predtrack,10,10,3,0.233,0.333,0.333,0.333,0.432,57.111
2,predtrack,10,01,69,0.609,0.420,0.811,0.664,0.791,15.517
3,predtrack,10,11,63,0.459,0.397,0.665,0.543,0.697,24.215
4,predtrack,10,aa,170,0.513,0.382,0.731,0.601,0.731,22.270
0,predpit,2,00,98,0.679,0.622,0.868,0.827,0.886,7.432
1,predpit,2,10,3,0.167,0.000,0.733,0.667,0.766,13.664
2,predpit,2,01,48,0.521,0.354,0.777,0.700,0.825,15.808
3,predpit,2,11,39,0.513,0.410,0.690,0.615,0.793,14.115
4,predpit,2,aa,188,0.596,0.500,0.806,0.748,0.849,11.057
0,predpit,5,00,75,0.555,0.333,0.823,0.688,0.833,12.599
1,predpit,5,10,3,0.067,0.000,0.520,0.400,0.586,33.576
2,predpit,5,01,59,0.407,0.136,0.695,0.488,0.734,26.683
3,predpit,5,11,48,0.333,0.125,0.517,0.342,0.661,29.457
4,predpit,5,aa,185,0.442,0.211,0.698,0.530,0.753,21.805
0,predpit,10,00,35,0.460,0.229,0.717,0.600,0.693,30.024
1,predpit,10,10,3,0.100,0.000,0.307,0.267,0.416,56.263
2,predpit,10,01,69,0.314,0.101,0.616,0.391,0.659,35.011
3,predpit,10,11,63,0.243,0.079,0.422,0.292,0.534,46.511
4,predpit,10,aa,170,0.314,0.118,0.559,0.395,0.616,38.621
0,curtrack,2,00,98,0.699,0.673,0.873,0.841,0.890,7.145
1,curtrack,2,10,3,0.167,0.000,0.767,0.667,0.769,13.343
2,curtrack,2,01,48,0.479,0.354,0.783,0.700,0.831,15.008
3,curtrack,2,11,39,0.500,0.410,0.674,0.600,0.791,14.391
4,curtrack,2,aa,188,0.593,0.527,0.807,0.752,0.852,10.755
0,curtrack,5,00,75,0.624,0.360,0.815,0.672,0.840,11.821
1,curtrack,5,10,3,0.133,0.000,0.467,0.400,0.608,33.319
2,curtrack,5,01,59,0.414,0.136,0.693,0.485,0.738,26.485
3,curtrack,5,11,48,0.317,0.125,0.530,0.350,0.664,28.972
4,curtrack,5,aa,185,0.469,0.222,0.697,0.524,0.758,21.296
0,curtrack,10,00,35,0.443,0.343,0.728,0.606,0.708,28.394
1,curtrack,10,10,3,0.033,0.000,0.267,0.200,0.416,58.206
2,curtrack,10,01,69,0.317,0.101,0.634,0.449,0.677,33.131
3,curtrack,10,11,63,0.210,0.079,0.435,0.295,0.569,40.577
4,curtrack,10,aa,170,0.298,0.141,0.573,0.420,0.639,35.357
0,zerotrack,2,00,98,0.704,0.643,0.883,0.851,0.890,6.970
1,zerotrack,2,10,3,0.167,0.000,0.767,0.733,0.759,13.827
2,zerotrack,2,01,48,0.500,0.354,0.785,0.700,0.831,14.928
3,zerotrack,2,11,39,0.487,0.359,0.685,0.610,0.792,14.490
4,zerotrack,2,aa,188,0.598,0.500,0.815,0.761,0.852,10.671
0,zerotrack,5,00,75,0.573,0.347,0.810,0.688,0.838,12.108
1,zerotrack,5,10,3,0.000,0.000,0.387,0.267,0.558,38.590
2,zerotrack,5,01,59,0.447,0.102,0.700,0.488,0.742,26.048
3,zerotrack,5,11,48,0.358,0.146,0.532,0.338,0.665,28.819
4,zerotrack,5,aa,185,0.468,0.211,0.696,0.526,0.758,21.319
0,zerotrack,10,00,35,0.431,0.257,0.730,0.583,0.702,28.845
1,zerotrack,10,10,3,0.333,0.333,0.287,0.200,0.411,58.814
2,zerotrack,10,01,69,0.336,0.145,0.629,0.420,0.675,33.549
3,zerotrack,10,11,63,0.235,0.063,0.437,0.292,0.576,40.103
4,zerotrack,10,aa,170,0.318,0.141,0.573,0.402,0.639,35.455
0,deepAR,2,00,98,0.464,0.306,0.810,0.757,0.868,10.794
1,deepAR,2,10,3,0.000,0.000,0.567,0.467,0.647,30.587
2,deepAR,2,01,48,0.406,0.271,0.717,0.617,0.778,20.172
3,deepAR,2,11,39,0.410,0.333,0.608,0.523,0.723,22.612
4,deepAR,2,aa,188,0.431,0.298,0.740,0.668,0.811,15.956
0,deepAR,5,00,75,0.315,0.027,0.691,0.563,0.782,19.239
1,deepAR,5,10,3,0.133,0.000,0.613,0.467,0.665,23.299
2,deepAR,5,01,59,0.288,0.034,0.647,0.434,0.696,31.831
3,deepAR,5,11,48,0.333,0.146,0.508,0.292,0.630,34.084
4,deepAR,5,aa,185,0.308,0.059,0.628,0.450,0.713,27.172
0,deepAR,10,00,35,0.469,0.286,0.693,0.577,0.695,30.746
1,deepAR,10,10,3,0.233,0.000,0.500,0.333,0.570,34.693
2,deepAR,10,01,69,0.320,0.072,0.638,0.435,0.682,33.023
3,deepAR,10,11,63,0.206,0.063,0.485,0.365,0.594,37.539
4,deepAR,10,aa,170,0.307,0.112,0.590,0.436,0.650,34.257
0,naive,2,00,98,0.883,0.847,0.932,0.918,0.939,5.555
1,naive,2,10,3,0.500,0.333,0.833,0.733,0.858,7.634
2,naive,2,01,48,0.562,0.417,0.792,0.717,0.831,15.976
3,naive,2,11,39,0.551,0.462,0.697,0.621,0.761,19.712
4,naive,2,aa,188,0.726,0.649,0.846,0.802,0.873,11.186
0,naive,5,00,75,0.771,0.640,0.860,0.803,0.868,13.545
1,naive,5,10,3,0.400,0.333,0.680,0.400,0.644,30.505
2,naive,5,01,59,0.478,0.186,0.740,0.580,0.763,24.542
3,naive,5,11,48,0.338,0.125,0.532,0.325,0.625,35.079
4,naive,5,aa,185,0.559,0.357,0.734,0.601,0.768,22.914
0,naive,10,00,35,0.514,0.257,0.715,0.634,0.663,37.799
1,naive,10,10,3,0.200,0.000,0.473,0.267,0.422,65.581
2,naive,10,01,69,0.428,0.145,0.684,0.513,0.718,29.174
3,naive,10,11,63,0.230,0.063,0.479,0.356,0.566,41.738
4,naive,10,aa,170,0.368,0.135,0.611,0.475,0.645,36.248
0,zero,2,00,98,0.944,0.939,0.984,0.980,0.988,0.596
1,zero,2,10,3,0.833,0.667,1.000,1.000,0.954,2.146
2,zero,2,01,48,0.573,0.438,0.790,0.721,0.842,15.937
3,zero,2,11,39,0.667,0.590,0.797,0.744,0.880,9.893
4,zero,2,aa,188,0.790,0.734,0.896,0.865,0.928,6.466
0,zero,5,00,75,0.941,0.920,0.972,0.957,0.985,0.382
1,zero,5,10,3,0.667,0.333,0.960,0.933,0.910,3.944
2,zero,5,01,59,0.488,0.237,0.745,0.597,0.794,22.463
3,zero,5,11,48,0.454,0.250,0.652,0.500,0.776,19.428
4,zero,5,aa,185,0.666,0.519,0.816,0.723,0.869,12.423
0,zero,10,00,35,0.866,0.829,0.946,0.903,0.970,0.794
1,zero,10,10,3,0.500,0.333,0.947,0.933,0.890,4.780
2,zero,10,01,69,0.487,0.203,0.716,0.562,0.775,24.801
3,zero,10,11,63,0.305,0.079,0.602,0.521,0.712,24.610
4,zero,10,aa,170,0.498,0.288,0.725,0.624,0.794,19.434
